id,name,label
http://data.europa.eu/esco/skill/23900e3d-06fa-424c-a5dc-c0ea42edde1e,Oracle Warehouse Builder,Skill
http://data.europa.eu/esco/skill/59a8086b-59b3-4e88-9341-21d7fb693b89,moderate in negotiations,Skill
http://data.europa.eu/esco/skill/e50a68c5-2a5d-4815-8bd1-e4334aed7683,sing,Skill
http://data.europa.eu/esco/skill/118796d8-28a3-4865-bcd0-d037f4abcc0f,coordinate greenhouse environment,Skill
http://data.europa.eu/esco/skill/1d25213c-ab01-45c5-8bb3-f2fd9702a919,integrate headquarter's guidelines into local operations,Skill
http://data.europa.eu/esco/skill/3ee090a1-9d1c-44ed-bd93-f6b7c9b68a97,manage payroll reports,Skill
http://data.europa.eu/esco/skill/26fa7a33-a426-4cd5-9792-33bf668612e1,LESS,Skill
http://data.europa.eu/esco/skill/cd86f45f-3823-492f-a7cb-9ed63b28db01,design the physical outlook of games,Skill
http://data.europa.eu/esco/skill/305dc408-68a6-4f63-9ee6-d0b26c8abad0,develop performance orientation in public administration,Skill
http://data.europa.eu/esco/skill/d5e39a53-4f54-4d5f-9df3-b49664c9559d,occupational health,Skill
http://data.europa.eu/esco/skill/0b0c4b57-9034-490f-9071-5f761ec93d38,Christianity,Skill
http://data.europa.eu/esco/skill/45af158b-b189-43a2-9b3e-4e69c9b8d799,demand excellence from performers,Skill
http://data.europa.eu/esco/skill/3f24d74c-a8b6-425e-b197-85757cf657da,develop visitor engagement strategies,Skill
http://data.europa.eu/esco/skill/32a9f2e2-929c-4e1a-afbd-185452ab279c,conduct continuing professional development workshops,Skill
http://data.europa.eu/esco/skill/58db4bf3-b283-4498-8024-336773c4f879,calculate the productivity of the production of footwear and leather goods,Skill
http://data.europa.eu/esco/skill/d0f48427-7987-4f86-b24d-709837a37fd2,assist employee health programmes,Skill
http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91,problem-solving with digital tools,Skill
http://data.europa.eu/esco/skill/30d49832-84bd-4d97-9441-aef97a76a8d0,apply problem solving in social service,Skill
http://data.europa.eu/esco/skill/009db49b-fcf5-4409-b4a5-232d059f3597,apply credit risk policy,Skill
http://data.europa.eu/esco/skill/86ed2a45-eae9-4ab7-b0e6-d7508d33df4f,dies,Skill
http://data.europa.eu/esco/skill/2be699a7-416a-4f32-967c-4edc65027b71,government policy implementation,Skill
http://data.europa.eu/esco/skill/0a917ad8-5cbd-442b-9b84-e9f6e4c13f17,foreign affairs policy development,Skill
http://data.europa.eu/esco/skill/008fa98b-dba6-4abf-909e-04299728e3eb,influence public policies,Skill
http://data.europa.eu/esco/skill/ac802765-4098-4466-ac1e-4791f192c667,keep up-to-date to design industry trends,Skill
http://data.europa.eu/esco/skill/ab986bc4-df92-4351-9ac1-aa75af943cf7,perform clerical duties,Skill
http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,keywords in digital content,Skill
http://data.europa.eu/esco/skill/09e7cd13-ea36-4694-afe5-f34373759392,provide training on quality management supervision,Skill
http://data.europa.eu/esco/skill/f206e732-110c-47ce-a53f-f00c9d97c90d,talent management strategies,Skill
http://data.europa.eu/esco/skill/6433cb12-4a41-4660-8d73-8b33b3c9515c,develop outreach training plans,Skill
http://data.europa.eu/esco/skill/45692043-db59-4e26-a965-8f2f6189a52b,inform clients of healthy lifestyle benefits,Skill
http://data.europa.eu/esco/skill/52c01fa8-ac34-4f81-97a8-55dcdc8645d1,simplify communication in maritime management,Skill
http://data.europa.eu/esco/skill/09b962d9-4159-4410-b51e-1429a7d5ab51,carry out railway accident investigations,Skill
http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265,manage sales teams,Skill
http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,Spanish,Skill
http://data.europa.eu/esco/skill/1a2da6f0-3d19-4305-8a07-dc7237947dee,assess your competences for artistic coaching,Skill
http://data.europa.eu/esco/skill/09473fea-69ea-40dc-9ff4-bbaaff10840e,conduct engineering site audits,Skill
http://data.europa.eu/esco/skill/7935deb6-0bed-4e38-985e-1f83b8e16940,participate in training sessions,Skill
http://data.europa.eu/esco/skill/0f9f8352-0488-4a1e-9171-2c5466c17f41,analyse unemployment rates,Skill
http://data.europa.eu/esco/skill/81111f18-b0a1-40c8-9934-ad5ed44d5427,legal compensation for victims of crime,Skill
http://data.europa.eu/esco/skill/41437077-2522-49bf-bcb2-083a23d52958,inform on workplace safety standards,Skill
http://data.europa.eu/esco/skill/a8fe6eae-cfc1-4580-ad12-f325e8c2b21b,keep records of attendance,Skill
http://data.europa.eu/esco/skill/0b832182-5fc8-49f8-8fb8-8ddc225f5580,launch lifeboats,Skill
http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db,information confidentiality,Skill
http://data.europa.eu/esco/skill/b00e948c-19be-4951-8cff-60f88f1046e9,delegate responsibilities,Skill
http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e,design information system,Skill
http://data.europa.eu/esco/skill/81e812e6-cf9e-4166-9b3c-b0b8492fe354,manage development of promotional material,Skill
http://data.europa.eu/esco/skill/0edaab25-1b72-4531-950d-d8b9a9f4a1c8,treasury management system,Skill
http://data.europa.eu/esco/skill/9177b89b-1efa-4fdc-abac-fa720241a9cb,anger management,Skill
http://data.europa.eu/esco/skill/4ff549c3-daa5-4def-9916-301c7bdf13b8,control systems,Skill
http://data.europa.eu/esco/skill/25c0b413-f474-42fa-be01-20289d2634c4,deal with arrivals in accommodation,Skill
http://data.europa.eu/esco/skill/929e89f9-ac69-4bcb-9eea-37257aa5aff9,prepare for job interview,Skill
http://data.europa.eu/esco/skill/47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,system backup best practice,Skill
http://data.europa.eu/esco/skill/86836c4d-5ed7-4dea-83d1-64d3927f3547,verify lenses compliance,Skill
http://data.europa.eu/esco/skill/e5a6e1e0-1b07-4432-83ba-77d593b2cb47,SAS Data Management,Skill
http://data.europa.eu/esco/skill/8f6cd809-2f5b-4c88-aebe-59fd48571d26,develop passenger outreach strategies,Skill
http://data.europa.eu/esco/skill/fa477985-066a-4d7f-972f-c21d0d1095a6,carry out invasive cardiovascular procedures,Skill
http://data.europa.eu/esco/skill/7ea25aad-b02d-4491-b748-07b7f075d11b,test dental appliances for compliance,Skill
http://data.europa.eu/esco/skill/2d140a3a-45a6-4248-80dd-b3760ebc9cc6,operations management,Skill
http://data.europa.eu/esco/skill/4b2c4de9-43d7-4905-9d58-bc2e7d84b2e1,manage tender processes,Skill
http://data.europa.eu/esco/skill/19a64e91-bfe3-4c48-9225-3bb1229b12f0,show determination,Skill
http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221,Agile development,Skill
http://data.europa.eu/esco/skill/d5a59ca8-2e91-472e-8571-d12ce4478679,Process-based management,Skill
http://data.europa.eu/esco/skill/1c66359a-5d68-4526-86ab-4a2c554aab57,create cultural venue outreach policies,Skill
http://data.europa.eu/esco/skill/8203b07a-8097-4383-aff6-603b7df7f0f4,ATM systems,Skill
http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc,normalise data,Skill
http://data.europa.eu/esco/skill/aa7eac5f-dc9d-401a-b197-c9c455d78c95,integrate marketing strategies with the global strategy,Skill
http://data.europa.eu/esco/skill/03227978-f839-4cc8-88a6-0a3c44d2c776,supervise work on design planning,Skill
http://data.europa.eu/esco/skill/3d957fb2-b8f4-4b4c-b955-23299c761ad5,design web-based courses,Skill
http://data.europa.eu/esco/skill/14d88fae-ead0-4d19-8519-04b154b46987,promote health and safety policies in health services,Skill
http://data.europa.eu/esco/skill/0238dd62-d407-4a87-ae0c-e08cd7b4ea8d,manage documentation of prior learning assessments,Skill
http://data.europa.eu/esco/skill/08cdec3b-0d81-4575-b405-168e3178a768,distribute local information materials,Skill
http://data.europa.eu/esco/skill/db8b59b2-5e51-4944-bd2e-2c5f4b1ebabd,loading charts for transportation of goods,Skill
http://data.europa.eu/esco/skill/00a4e92d-e410-42b8-ba2d-d7b3febf49e0,handle customer requests related to cargo,Skill
http://data.europa.eu/esco/skill/dc298fac-7ab4-4feb-9b43-33d947d7703e,standards for web-based e-learning,Skill
http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f,draft scientific or academic papers and technical documentation,Skill
http://data.europa.eu/esco/skill/82312096-4df8-49ce-9cdd-a6e08af56b45,evaluate information services using metrics,Skill
http://data.europa.eu/esco/skill/27ce49c9-cec8-451d-ac6f-818394aef827,maintain personal development in psychotherapy,Skill
http://data.europa.eu/esco/skill/c07b8df3-12b4-46ce-8657-4836c6dc93ad,liaise with the transported goods' workers,Skill
http://data.europa.eu/esco/skill/09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,transportation software related to an ERP system,Skill
http://data.europa.eu/esco/skill/37c325b6-1818-4d38-998c-cea4a7380094,plan inspections for prevention of sanitation violations,Skill
http://data.europa.eu/esco/skill/1ad823ab-5eb5-4377-a24a-d3deca1f7bfd,maintain relations with local representatives,Skill
http://data.europa.eu/esco/skill/06ddc929-2f34-46e0-92ef-784fd1c48783,calculate optimal time for insemination,Skill
http://data.europa.eu/esco/skill/07e47d58-dd0e-4302-9e68-70a188e89065,apply system organisational policies,Skill
http://data.europa.eu/esco/skill/00920055-eb50-4cb8-a23d-3deedbf3753e,enterprise risk management,Skill
http://data.europa.eu/esco/skill/1368c06f-202d-4776-8153-93aed512cc64,perform contract reporting and evaluation,Skill
http://data.europa.eu/esco/skill/00506f28-e884-4496-800c-3477c67eb355,sport and exercise medicine,Skill
http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32,perform a feasibility study for building management systems,Skill
http://data.europa.eu/esco/skill/29b9e589-301a-4c5e-95c6-cf85c7b49072,handle jewellery and watches insurance claims,Skill
http://data.europa.eu/esco/skill/00e895f4-b9d3-4a1a-8c36-baf10fbfb982,manufacture wearing apparel products,Skill
http://data.europa.eu/esco/skill/04cf164c-d07d-49cf-a1b3-84bdbd79b5cb,set up office equipment,Skill
http://data.europa.eu/esco/skill/056f3e1e-ba27-4498-9fd1-c22ae04dbf3a,supervise medical office support workers,Skill
http://data.europa.eu/esco/skill/1a1a04b7-1d4c-414d-a791-7499ddb90a7f,functions of vessel deck equipment,Skill
http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330,use word processing software,Skill
http://data.europa.eu/esco/skill/1bc718b6-ed90-4a9d-9fa7-8cec928a4581,use creative suite software,Skill
http://data.europa.eu/esco/skill/8deb6cb7-15e3-4fd7-a9eb-644c23de95fa,use shorthand computer program,Skill
http://data.europa.eu/esco/skill/04e52ec7-5107-455b-a943-8004015d5b26,develop policies for nutritional programs,Skill
http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e,Microsoft Access,Skill
http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259,Microsoft Visual C++,Skill
http://data.europa.eu/esco/skill/06390194-dc45-4d6f-a385-36a58d281ac4,manage process of flexographic print,Skill
http://data.europa.eu/esco/skill/12d2c08a-3b23-4b15-8aae-15e675f60182,use new technologies in food manufacturing,Skill
http://data.europa.eu/esco/skill/2b34764d-637c-48f5-aa70-31e15c965db6,operate open source software,Skill
http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,adopt ways to foster biodiversity and animal welfare,Skill
http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812,create prototype of user experience solutions,Skill
http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d,manage ICT data classification,Skill
http://data.europa.eu/esco/skill/b413060d-fc7e-4121-ba13-5098848afd29,employ assessment techniques to anticipate translation efforts,Skill
http://data.europa.eu/esco/skill/004017c9-0337-4f5a-8077-798de9ef12e3,perform street interventions in social work,Skill
http://data.europa.eu/esco/skill/090ae6b3-12ab-4c72-b98a-17b790cf416e,develop new food products,Skill
http://data.europa.eu/esco/skill/4e756773-ae14-4981-838b-9fe27e81c0af,carry out financial transactions,Skill
http://data.europa.eu/esco/skill/16c2b3fb-3a41-4b0e-bb35-06e659917b02,conduct contact tracing interviews,Skill
http://data.europa.eu/esco/skill/01e5d2e2-d368-4fb9-9be9-9923146482c4,attend to detail in casting processes,Skill
http://data.europa.eu/esco/skill/1c4fa8a3-7f7e-4c63-a36c-89e4321774d6,determine historic climate changes,Skill
http://data.europa.eu/esco/skill/ab0bc977-8b71-48f7-bfcc-a8f92ec03e34,research family histories,Skill
http://data.europa.eu/esco/skill/060850d5-3dab-476a-beea-4a01408c1bad,critique the dive with the dive team,Skill
http://data.europa.eu/esco/skill/110833ee-c4f1-4856-9b7f-7e49ffda537f,apply psychological intervention strategies,Skill
http://data.europa.eu/esco/skill/0c0a8629-97b7-412f-ad91-be97d80205af,perform pre-assembly quality checks,Skill
http://data.europa.eu/esco/skill/031bfd8d-af80-4606-b4bb-6de4d5da6249,follow hygienic practices in fishery operations,Skill
http://data.europa.eu/esco/skill/05cd9341-0d92-4bcc-983c-bf47132ac3f8,supervise employees in food production plants,Skill
http://data.europa.eu/esco/skill/055192dc-f16c-4855-835d-19cac6ff20aa,life sciences,Skill
http://data.europa.eu/esco/skill/497ac2d8-6a9c-45d1-8149-e7aa2d9e2cff,support young victims of sexual assault,Skill
http://data.europa.eu/esco/skill/13945aaa-3a43-4846-9380-ff076319b1a4,laws on the transportation of dangerous goods,Skill
http://data.europa.eu/esco/skill/089bab26-a854-40fb-8c04-5be4f693315a,integrate strategic foundation in daily performance,Skill
http://data.europa.eu/esco/skill/00c51318-4ea9-4d37-9cd8-74680583d203,use of special equipment for daily activities,Skill
http://data.europa.eu/esco/skill/28c3c8d2-09ab-4a68-98db-883b16a966ec,compile airport certification manuals,Skill
http://data.europa.eu/esco/skill/03aa85d2-9a67-455f-b901-595e685afdd2,keep sheet records,Skill
http://data.europa.eu/esco/skill/0ad6d5e8-593f-4191-843c-439b23a468ca,conduct energy audit,Skill
http://data.europa.eu/esco/skill/4f7d1bfa-f2d8-41a1-a8a1-6d0c058051d0,report on customers' complaints related to toilet facilities,Skill
http://data.europa.eu/esco/skill/037c8da7-6a0d-42b8-b979-c4abe7c92d48,schedule maintenance of airport electrical systems,Skill
http://data.europa.eu/esco/skill/253f889e-a10d-442a-849d-614969793776,study acquisition of language,Skill
http://data.europa.eu/esco/skill/09c23d60-a248-4f3a-b1d1-e9c041b97729,animal acquisition,Skill
http://data.europa.eu/esco/skill/0f551181-e1af-47e2-b2d8-ff9f4e011ecd,use clinical assessment techniques,Skill
http://data.europa.eu/esco/skill/06d09f70-6ca8-4078-be72-4c2c2a11ee61,program management,Skill
http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0,use experience map,Skill
http://data.europa.eu/esco/skill/02e0b3e9-c9e0-4063-983b-b5a7697e0f78,keep records of bridge investigation findings,Skill
http://data.europa.eu/esco/skill/1212ac42-2564-4fce-80e1-6ce4ea4d9bf5,advise on personnel management,Skill
http://data.europa.eu/esco/skill/03ca6934-62ac-42e8-aca0-9e7c10bb1684,understand the architecture of a live performance,Skill
http://data.europa.eu/esco/skill/05fe02a3-5d4c-4bf0-97ed-f57ae00e8aa7,handle bulk transfer of raw material,Skill
http://data.europa.eu/esco/skill/032a4ab8-1034-4541-8037-b2cdcc7fd19a,select music for performance,Skill
http://data.europa.eu/esco/skill/478da040-fb0a-4fa8-9112-285ff5c4aefa,provide testimony in court hearings,Skill
http://data.europa.eu/esco/skill/1de548e0-9535-4d2e-9d20-d4474c1ea813,oversee construction project,Skill
http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,create solutions to problems,Skill
http://data.europa.eu/esco/skill/00f12ec1-b416-4e3c-8ed7-c4f875c6b681,supervise housekeeping operations,Skill
http://data.europa.eu/esco/skill/07ebc888-0f3f-46e7-99d2-a7c7ebd7ffe3,property management software,Skill
http://data.europa.eu/esco/skill/1e6230dc-c749-4ff1-943c-5bac017f37de,schedule gaming tables,Skill
http://data.europa.eu/esco/skill/2b5b31cc-21bf-479b-9e23-4230091e9eb0,coach performers in your fight discipline,Skill
http://data.europa.eu/esco/skill/06b61b85-5838-4b6a-9ee2-abc6568e1b38,identify the dietetic professional quality of care,Skill
http://data.europa.eu/esco/skill/df996a98-202f-4a9b-b088-38c8db03ef1b,create content title,Skill
http://data.europa.eu/esco/skill/473a8b64-a05c-4d49-962d-b9d9219950bc,analyse relation between supply chain improvement and profit,Skill
http://data.europa.eu/esco/skill/8af372fa-7b85-4bab-ab20-3f2eb980c400,total quality control,Skill
http://data.europa.eu/esco/skill/78bac337-ed76-45b6-bd7f-621841c997c4,perform screening for infectious diseases,Skill
http://data.europa.eu/esco/skill/075c411b-c5cd-4238-be12-d6b284a4130c,identify information needs of young people,Skill
http://data.europa.eu/esco/skill/0a244ad8-4aa0-4ae5-9f7d-f11931028687,undertake procedures to meet helicopter flight requirements,Skill
http://data.europa.eu/esco/skill/0c8e6a83-8350-47b9-9619-ae8c796086b0,conduct training on monitoring and evaluation frameworks,Skill
http://data.europa.eu/esco/skill/215762df-b2b4-40fa-a5e6-3004001cb315,position vehicles for maintenance and repair,Skill
http://data.europa.eu/esco/skill/5ca953f7-541d-4f67-bc55-7721348366cf,respect the diversity of cultural values and norms,Skill
http://data.europa.eu/esco/skill/2d845d94-aeb5-4a3c-bf52-443685940d1d,participate in editorial meetings,Skill
http://data.europa.eu/esco/skill/2245cba7-fa4f-47b8-a0cb-3a6b60d703ee,give advice on personal matters,Skill
http://data.europa.eu/esco/skill/2d7bf28a-2487-4443-9115-47478080b1a4,hazard analysis and critical control points,Skill
http://data.europa.eu/esco/skill/0d6c9508-1cd6-4cea-98d2-d5fe2f5c6a73,process customer requests based on the REACh Regulation 1907 2006,Skill
http://data.europa.eu/esco/skill/9091c8e5-9357-4c29-bceb-ddb1792c22e8,advise on conflict management,Skill
http://data.europa.eu/esco/skill/0ebd8359-48bc-4b28-adb1-450774e5f683,transfer uncut audiovisual material to computer,Skill
http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,Skill
http://data.europa.eu/esco/skill/3dfea5b8-5a6f-412d-8c77-d5e7f4fbf907,teach principles of architectural design,Skill
http://data.europa.eu/esco/skill/47e2bb45-6f0b-4122-b57c-a5224c212463,questioned document examination,Skill
http://data.europa.eu/esco/skill/0b281f3a-7faa-456e-a837-b08544d013d6,ferment stacks of tobacco leaves,Skill
http://data.europa.eu/esco/skill/0c671e20-7a3b-442a-977a-3a085baaf338,identify emerging issues in humanitarian area,Skill
http://data.europa.eu/esco/skill/ee5a80cd-dca0-421d-a855-5f763a934184,carry out interviews to select artistic team members,Skill
http://data.europa.eu/esco/skill/09f159aa-2745-4ab0-a050-96722a2269b9,assist in the organisation of school events,Skill
http://data.europa.eu/esco/skill/661f929f-3874-4841-903a-e9d3d3f7f5e2,environmental enrichment for animals,Skill
http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,Skill
http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,ensure compliance with environmental legislation,Skill
http://data.europa.eu/esco/skill/07547bd9-fede-40e4-96c4-71a264c9362c,use a water-fed pole system,Skill
http://data.europa.eu/esco/skill/2705b6b9-c7e6-4c26-ac40-8051f1b37d16,perform drug investigations,Skill
http://data.europa.eu/esco/skill/0d6924a5-ce6b-4496-94ce-7e18b59ce964,tend open pans,Skill
http://data.europa.eu/esco/skill/39e71107-3aa9-41a0-809c-edea477c968f,conduct land surveys,Skill
http://data.europa.eu/esco/skill/32db65d3-5ef3-43eb-9bf8-752c9cf0b22e,customise project methodologies,Skill
http://data.europa.eu/esco/skill/2ce23710-6205-4b8d-8fc6-a3006efd4631,prepare casting budget,Skill
http://data.europa.eu/esco/skill/48b68726-0fd6-4e03-a5eb-82236516ee7a,provide cost benefit analysis reports,Skill
http://data.europa.eu/esco/skill/5233e3f4-904a-4f68-9327-707f11d93374,design digital call to action,Skill
http://data.europa.eu/esco/skill/0132ac4f-ffac-4396-8b56-052fde0c9d73,types of barley,Skill
http://data.europa.eu/esco/skill/300d432b-f457-4cd3-9cb1-1858c7d14954,OpenEdge Advanced Business Language,Skill
http://data.europa.eu/esco/skill/6a78bc7c-4bfd-4fef-b9e2-59ad84ad453a,psycho-social forms of intervention,Skill
http://data.europa.eu/esco/skill/186776ca-1758-454f-a544-2004f21bee9f,assist in administering veterinary anaesthetics,Skill
http://data.europa.eu/esco/skill/012f9ad1-b95b-42f1-b2c7-3793cdbce443,explain features in accommodation venue,Skill
http://data.europa.eu/esco/skill/34147067-562c-4e5f-8dec-40972ccf29b6,plants contribution to indoor climate and health conditions,Skill
http://data.europa.eu/esco/skill/004f1e68-9ca2-4f3f-92d9-e7d7ff6b9330,work with soloists,Skill
http://data.europa.eu/esco/skill/12b5cc46-bf35-464c-ac7d-1bdbc23262f7,perform failure analysis of production process,Skill
http://data.europa.eu/esco/skill/0b5aaee4-c948-4853-bf8d-b9cd6c4917ee,inform policy makers on health-related challenges,Skill
http://data.europa.eu/esco/skill/2cdb2b14-fd79-42d5-a7c1-22c65907f63c,promote company,Skill
http://data.europa.eu/esco/skill/123b9ac9-1f11-49bb-b4a5-74677e2eb86b,non vessel operating common carrier regulations,Skill
http://data.europa.eu/esco/skill/0b16ebec-1fd8-41c8-a1b9-bbe91a1cc1b8,design package,Skill
http://data.europa.eu/esco/skill/214c892e-e236-4e5f-9824-47316528cb42,manage habitats to benefit game,Skill
http://data.europa.eu/esco/skill/1bd03b9b-835e-4719-ac20-d2d547840061,conduct cancer screening tests,Skill
http://data.europa.eu/esco/skill/030de41b-bb8b-4e4b-859c-9afd4c17605b,check information on prescriptions,Skill
http://data.europa.eu/esco/skill/1667e510-709d-4093-96bd-8264050cd978,acquire license for selling tobacco products,Skill
